id,x,y,z
0,-0.810126582278481,0.3987341772151899,0.08016877637130802
1,-0.7848101265822784,0.4873417721518987,0.1940928270042194
2,-0.8670886075949367,0.5189873417721519,0.310126582278481
3,-0.7742616033755274,0.459915611814346,0.4451476793248945
4,-0.6814345991561181,0.48945147679324896,0.33122362869198313
5,-0.7130801687763713,0.5759493670886076,0.31856540084388185
6,-0.5569620253164557,0.5654008438818565,0.36075949367088606
7,-0.5443037974683544,0.630801687763713,0.29957805907172996
8,-0.5358649789029536,0.7215189873417721,0.3206751054852321
9,-0.4873417721518987,0.7510548523206751,0.31223628691983124
10,-0.45569620253164556,0.820675105485232,0.2869198312236287
11,-0.339662447257384,0.9915611814345991,0.26371308016877637
12,-0.2088607594936709,0.9641350210970464,0.22573839662447256
13,-0.07805907172995781,0.9367088607594937,0.18565400843881857
14,-0.02109704641350211,0.9535864978902954,0.20675105485232068
15,0.035864978902953586,0.9704641350210971,0.22573839662447256
16,0.12658227848101267,0.7763713080168776,0.3270042194092827
17,0.2679324894514768,0.8164556962025317,0.28270042194092826
18,0.3459915611814346,0.7784810126582279,0.310126582278481
19,0.4240506329113924,0.7426160337552743,0.33544303797468356
20,0.4240506329113924,0.7320675105485233,0.29535864978902954
21,0.5316455696202531,0.7215189873417721,0.2974683544303797
22,0.6392405063291139,0.7109704641350211,0.29957805907172996
23,0.7468354430379747,0.7025316455696202,0.29957805907172996
24,0.7362869198312236,0.6054852320675106,0.37763713080168776
25,0.7257383966244726,0.5084388185654009,0.45569620253164556
26,0.8670886075949367,0.47468354430379744,0.1962025316455696
27,0.7848101265822784,0.3059071729957806,0.2890295358649789
28,0.9767932489451476,0.35443037974683544,0.16033755274261605
29,0.8565400843881856,0.2742616033755274,0.09071729957805907
30,0.8945147679324894,0.20042194092827004,0.06751054852320675
31,0.9662447257383966,0.10337552742616034,0.016877637130801686
32,0.7151898734177216,0.06118143459915612,0.05063291139240506
33,0.7025316455696202,-0.029535864978902954,0.17088607594936708
34,1.0,-0.1350210970464135,0.1877637130801688
35,0.8417721518987342,-0.21729957805907174,0.25949367088607594
36,0.7025316455696202,-0.23628691983122363,0.2911392405063291
37,0.8291139240506329,-0.35232067510548526,0.10337552742616034
38,0.7172995780590717,-0.14135021097046413,0.21518987341772153
39,0.7510548523206751,-0.48945147679324896,0.008438818565400843
40,0.7130801687763713,-0.5,0.0
41,0.6603375527426161,-0.5527426160337553,0.06329113924050633
42,0.6772151898734177,-0.630801687763713,0.229957805907173
43,0.6940928270042194,-0.7067510548523207,0.39451476793248946
44,0.6118143459915611,-0.7426160337552743,0.3459915611814346
45,0.5316455696202531,-0.7763713080168776,0.29535864978902954
46,0.3670886075949367,-0.6244725738396625,0.2869198312236287
47,0.38396624472573837,-0.7151898734177216,0.2088607594936709
48,0.4029535864978903,-0.8037974683544303,0.1308016877637131
49,0.29535864978902954,-0.7109704641350211,0.39451476793248946
50,-0.002109704641350211,-0.740506329113924,0.3755274261603376
51,0.056962025316455694,-0.7742616033755274,0.33544303797468356
52,-0.09282700421940929,-0.7637130801687764,0.26582278481012656
53,-0.16033755274261605,-0.7784810126582279,0.3227848101265823
54,-0.22573839662447256,-0.7911392405063291,0.379746835443038
55,-0.2869198312236287,-0.6835443037974683,0.48523206751054854
56,-0.39662447257383965,-0.729957805907173,0.5590717299578059
57,-0.34810126582278483,-0.5126582278481012,0.6160337552742616
58,-0.4177215189873418,-0.4978902953586498,0.6582278481012658
59,-0.4873417721518987,-0.4831223628691983,0.6983122362869199
60,-0.5822784810126582,-0.3755274261603376,0.6350210970464135
61,-0.580168776371308,-0.270042194092827,0.5864978902953587
62,-0.5886075949367089,-0.18143459915611815,0.6118143459915611
63,-0.5970464135021097,-0.09282700421940929,0.6371308016877637
64,-0.5379746835443038,-0.006329113924050633,0.6940928270042194
65,-0.47890295358649787,0.08016877637130802,0.7489451476793249
66,-0.580168776371308,0.2489451476793249,0.7320675105485233
67,-0.5780590717299579,0.24472573839662448,0.7742616033755274
68,-0.6075949367088608,0.4029535864978903,0.6518987341772152
69,-0.5611814345991561,0.46624472573839665,0.620253164556962
70,-0.5379746835443038,0.5527426160337553,0.6054852320675106
71,-0.4767932489451477,0.6244725738396625,0.6033755274261603
72,-0.3881856540084388,0.6329113924050633,0.6413502109704642
73,-0.34810126582278483,0.740506329113924,0.6835443037974683
74,-0.21308016877637131,0.8080168776371308,0.6962025316455697
75,-0.10970464135021098,0.6497890295358649,0.7827004219409283
76,0.010548523206751054,0.6371308016877637,0.8227848101265823
77,0.13291139240506328,0.6265822784810127,0.8628691983122363
78,0.23628691983122363,0.6329113924050633,0.8818565400843882
79,0.339662447257384,0.6413502109704642,0.8987341772151899
80,0.40717299578059074,0.5379746835443038,0.8987341772151899
81,0.5316455696202531,0.5822784810126582,0.9556962025316456
82,0.5253164556962026,0.47890295358649787,0.869198312236287
83,0.5569620253164557,0.4409282700421941,0.8354430379746836
84,0.6033755274261603,0.3459915611814346,0.7869198312236287
85,0.6561181434599156,0.30168776371308015,0.7890295358649789
86,0.6413502109704642,0.189873417721519,0.8417721518987342
87,0.7278481012658228,0.1518987341772152,0.8523206751054853
88,0.7151898734177216,0.02109704641350211,0.8459915611814346
89,0.6919831223628692,0.02531645569620253,0.510548523206751
90,0.5316455696202531,-0.08649789029535865,0.7827004219409283
91,0.580168776371308,-0.17932489451476794,0.7215189873417721
92,0.6286919831223629,-0.270042194092827,0.6582278481012658
93,0.5337552742616034,-0.39451476793248946,0.6244725738396625
94,0.5506329113924051,-0.4219409282700422,0.8438818565400844
95,0.5147679324894515,-0.5063291139240507,0.7257383966244726
96,0.47890295358649787,-0.5886075949367089,0.6054852320675106
97,0.3143459915611814,-0.6286919831223629,0.6729957805907173
98,0.2869198312236287,-0.6561181434599156,0.7974683544303798
99,0.23417721518987342,-0.6687763713080169,0.6666666666666666
100,-0.11392405063291139,-0.5843881856540084,0.759493670886076
101,-0.21308016877637131,-0.5886075949367089,0.8059071729957806
102,-0.26371308016877637,-0.5780590717299579,0.7130801687763713
103,-0.32489451476793246,-0.5864978902953587,0.6919831223628692
104,-0.3924050632911392,-0.4810126582278481,0.70042194092827
105,-0.510548523206751,-0.5337552742616034,0.8607594936708861
106,-0.5717299578059072,-0.379746835443038,0.7911392405063291
107,-0.5886075949367089,-0.31223628691983124,0.9282700421940928
108,-0.4936708860759494,-0.16033755274261605,0.8270042194092827
109,-0.5358649789029536,-0.1350210970464135,0.9725738396624473
110,-0.5253164556962026,-0.029535864978902954,0.9282700421940928
111,-0.5126582278481012,0.07805907172995781,0.8818565400843882
112,-0.5,0.18565400843881857,0.8354430379746836
113,-0.4620253164556962,0.189873417721519,0.7383966244725738
114,-0.4873417721518987,0.2911392405063291,0.7805907172995781
115,-0.5126582278481012,0.39451476793248946,0.8227848101265823
116,-0.4451476793248945,0.4050632911392405,0.8291139240506329
117,-0.37763713080168776,0.4177215189873418,0.8354430379746836
118,-0.310126582278481,0.43037974683544306,0.8417721518987342
119,-0.24050632911392406,0.4430379746835443,0.8459915611814346
120,-0.14767932489451477,0.5843881856540084,0.9008438818565401
121,-0.08860759493670886,0.5675105485232067,0.9767932489451476
122,-0.07805907172995781,0.4978902953586498,1.0864978902953586
123,0.04852320675105485,0.5632911392405063,1.1645569620253164
124,0.14978902953586498,0.3860759493670886,1.0864978902953586
125,0.23628691983122363,0.40717299578059074,1.0147679324894514
126,0.34810126582278483,0.5232067510548524,1.0654008438818565
127,0.45147679324894513,0.44936708860759494,1.1561181434599157
128,-0.06962025316455696,0.3649789029535865,1.1075949367088607
129,0.2468354430379747,0.3059071729957806,1.0696202531645569
130,0.5654008438818565,0.2489451476793249,1.0316455696202531
131,0.5780590717299579,0.16033755274261605,0.9683544303797469
132,0.540084388185654,0.05485232067510549,0.9852320675105485
133,0.5021097046413502,-0.05063291139240506,1.0021097046413503
134,0.5042194092827004,-0.11814345991561181,1.1012658227848102
135,0.5063291139240507,-0.18354430379746836,1.1983122362869199
136,0.42616033755274263,-0.19831223628691982,1.1350210970464134
137,0.4620253164556962,-0.2742616033755274,1.261603375527426
138,0.4873417721518987,-0.3755274261603376,1.2426160337552743
139,0.3670886075949367,-0.4831223628691983,1.1856540084388185
